,id,q_format,a_format
76,B1,Does the department have a newsletter?,"Yes, the newsletter can be found at [link]"
77,B1,Where is the department office located?,The department office is located at [Room] in [Building]
78,B1,What are the department office hours?,The department office is open at [times].
79,B1,Is the department office open at [time]?,(Yes/No). The department office is usually open at [times].
80,B1,Is the department office open right now?,(Yes/No). The department office is usually open at [times].
81,B1,What was the last news article about [topic]?,"The last news article about [topic] was [date], titled [Title]."
82,B1,What is the average class size?,Average class size in the CSSE department is [Number].
83,B1,What is the difference between [major] and [major]?,[Major] has goals to do [list of Objectives/Outcomes]. [Major] has goals to do.
84,B1,What are the prerequisites for [Minor]?,[Minor]'s prerequisites are: [list of prerequisites]
85,B1,What Minors are offered?,The CSSE department offers the following Minors: [list of Minors]
86,B1,Is there a [Minor] Minor?,"(Yes/no), the CSSE department (does/doesn't) offer the following a [Minor] Minor;"
87,B1,What is the [Minor] Minor?,The [Minor] Minor encompasses [text]
88,B1,Is [Minor] a part of another department?,"(Yes/no), the [Minor] Minor is a part of the [Name] department and the [Name] department."
89,B1,Who is the advisor for [Minor]?,[Name] is the advisor for the [Minor] Minor
90,B1,How many units to get a Minor in [Minor]?,[Minor] requires [units] number of units.
91,B1,How many prerequisites are there for [Minor]?,[Count] prerequisites for [Minor].
92,B1,How would a Minor help me?,[Minor] can do [about].
93,B1,Who should I go to for advice about my Minor?,[Name] is the advisor for the [Minor] Minor.
94,B1,How many students take [Minor]?,[Number]
95,B1,Will [Minor] help me get a job?,[Minor] can do [about].
96,B1,How many classes would I have to take to get a Minor in [Minor]?,[Units/4] classes are required for [Minor]
97,B1,Is [class] a prerequisite for [Minor]?,(Yes/no) the [Minor] Minor requires [list of prerequisites].
98,B1,Is [name] the advisor for [Minor]?,(Yes/no) the [Minor] Minor requires [list of prerequisites].
99,B1,How many units to get a Minor in [Minor] and a Minor in [Minor]?,A Minor in [Minor] and in [Minor] requires [units+units] number of units.
100,B1,What is the most popular Minor at Cal Poly?,[Number] has the most students currently enrolled.
101,B1,How many units is every Minor at Poly combined?,[Units] total units required for all Minors at Poly.
102,B1,How many outreach programs are there?,There are [number] outreach programs.
103,B1,Who should I talk to in order to help with [program] outreach program?,Email] for discussion about [program]
104,B1,What are the goals of [program]?,[Program]'s goals are: [list of Goals]
105,B1,How many goals does [program] have?,[Program] has (x) goals.
106,B1,What year was [title] article published?,[Title] article was published in [date]
107,B1,How many goals does [program] have?,[Program] has (x) goals.
108,B1,How many expected outcomes does [program] have?,[Program] has (x) expected outcomes.
109,B1,What company does [name] work for?,[Name] works for [company
110,B1,What accreditations does [department] have?,[Department] has [list of accreditations].
111,B1,What college does [department] belong to?,[Department] belongs to the college of [college].
112,B1,What positions are available in [department]?,[Department] has the following positions available: [list of positions].
113,B1,What does [name] do?,[Name] does [role].
114,B1,Who can I contact about outreach and which outreach program I should choose?,You can contact any email in this list: [list of emails]
115,B1,How do I learn more about [Minor]?,Here is info about [Minor]: [about]
116,B1,What is email and phone for [person]?,Here is contact info: [Email] and [Phone].
117,B1,What departments does Cal Poly have?,Cal Poly has [list of departments].
118,B1,Can I get a job at Cal Poly in [department]?,[Department] has the following available positions: [list of positions available].
119,B1,Does the CSSE department offer any Minors?,The CSSE department has the following Minors: [list of Minors]
0,F1,How many GEs do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].
1,F1,How many general educations do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].
2,F1,How many general education classes do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].
3,F1,What GEs satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
4,F1,What general educations satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
5,F1,What courses are included in GE area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
6,F1,What courses are included in general education area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
7,F1,What is the subject of GE area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].
8,F1,What is the subject of general education area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].
9,F1,What are the general education areas?,The general education areas are [ge-area-list].
10,F1,What are the GE requirements?,The GE requirements are the following: [ge-requirements].
11,F1,What are the general education requirements?,The GE requirements are the following: [ge-requirements].
12,F1,What GE areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].
13,F1,What general education areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].
14,F1,How many units of electives do I need for [major]?,You need [ge-elective-units-major] of electives to graduate in [major].
15,F1,What is the total number of units of electives needed to graduate in [major]?,You need [ge-elective-units-major] of electives to graduate in [major].
16,F1,How many approved electives do I have to take for the [minor]?,You have to take [minor-approved-electives-units] approved electives for the [minor].
17,F1,What are the approved electives I can take for a [minor]?,The approved electives for a [minor] are [approved-electives-minor]
18,F1,What courses may I choose that satisfy the [elective-type] requirement?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names]."
19,F1,What are the courses that help me satisfy the [elective-type] requirements?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names]."
20,F1,How many units of [elective-type] do I have to take?,You need to take [elective-type-units] in [elective-type].
21,F1,What courses can I take instead of [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].
22,F1,Are there any alternatives to [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].
23,F1,What CSSE courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].
24,F1,What computer science and software engineering courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].
25,F1,How many CSSE courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.
26,F1,How many computer science and software engineering courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.
27,F1,What are the courses that are in both CSC and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].
28,F1,What are the courses that are in both Computer Science and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].
29,F1,What are the courses that are in both Computer Science and Software Engineering curriculum?,The courses that are common for both the departments are [overlapping-courses-list].
30,F1,What courses are cross listed as CSC and SE?,The courses that are common for both the departments are [overlapping-courses-list].
31,F1,What courses are cross listed as Computer Science and SE?,The courses that are common for both the departments are [overlapping-courses-list].
32,F1,What courses are cross listed as Computer Science and Software Engineering?,The courses that are common for both the departments are [overlapping-courses-list].
33,F1,How many courses are present in both CSC and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].
34,F1,How many courses are present in both Computer Science and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].
35,F1,How many courses are present in both Computer Science and Software Engineering?,The number of courses that are common in both the departments are [overlapping-courses-list].
36,F1,What are the graduate level courses?,The graduate level courses in CSC are [graduate-courses-list].
37,F1,What are all the courses in [major] that are of [course-units] units?,The following courses count for [course-units] units: [major-course-names-of-units].
38,F1,What is the CSSE mission statement?,The CSSE mission statement is [csse-mission-statement].
39,F1,What is the computer science and software engineering mission statement?,The CSSE mission statement is [csse-mission-statement].
40,F1,What are the program educational objectives for the [major]?,The program educational objectives for the [major] are [major-peos].
41,F1,What are the learning outcomes of [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].
42,F1,What are the learning outcomes of the GE program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].
43,F1,What are the learning outcomes of the general education program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].
44,F1,What are the general education learning outcomes?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].
45,F1,What are the learning outcomes for [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].
46,F1,What are the learning objectives for the MS in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].
47,F1,What are the learning objectives for the Masters Degree in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].
48,F1,What are the [major] courses?,The [major] courses are [major-courses].
49,F1,What are the courses required for [major]?,The [major] courses are [major-courses].
50,F1,How many courses do we have in [major]?,The number of courses in [major] are: [total-num-of-courses].
51,F1,What courses are important to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses]."
52,F1,What courses do I need to take to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses]."
53,F1,What are some [major] resources that are available?,These are some that are available to you: [major-resources].
54,F1,What resources are there for [major]?,These are some resources that are available to you: [major-resources].
55,F1,Where can I get advising for a [major]?,These are some resources that are available to you: [major-resources].
56,F1,What are the course numbers that are considered independent study in [major]?,The courses that are considered independent study are: [independent-study-courses].
57,F1,What are some independent study course that I have available?,The courses that are considered independent study are: [independent-study-courses].
58,F1,What is the minimum number of upper division units needed to graduate with a BS in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].
59,F1,What is the minimum number of upper division units needed to graduate with a Bachelors Degree in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].
60,F1,How many [division-level] units are required for a [minor]?,The [minor] requires [minor-division-units] [division-level] units.
61,F1,How many [division-level] units does [minor] require?,The [minor] requires [minor-division-units] [division-level] units.
62,F1,How many units does the [minor] require?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.
63,F1,How many units do I need for a [minor]?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.
64,F1,What are the general requirements for a minor at Cal Poly?,The general requirements for a minor at Cal Poly are [minor-general-requirements]. 
65,F1,What are the steps to apply for the [minor]?,You need to take [minor-steps] to attain a  [minor].
66,F1,How do I apply for a [minor]?,You need to take [minor-steps] to attain a [minor].
67,F1,What are the required courses for the [minor]?,The required courses for the [minor] are: [required-minor-courses].
68,F1,What is the minimum CGPA required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science. 
69,F1,What is the minimum Cumulative Grade Point Average required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science. 
70,F1,What are the prerequisites for the [minor]?,You need to meet the following requirements to apply for the [minor]: [minor-prerequisites].
71,F1,Where can I get the application for the [minor]?,You can access the application for the [minor] in the following link: [minor-application-link].
72,F1,Where can I get the flowchart for the [minor]?,You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link].
73,F1,What courses should I take each quarter for the [minor]?,"In order to determine what courses you should take each quarter in order to pursue the [minor], you should visit the minorâs flowchart. You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link]."
74,F1,How many units do I need to graduate?,You need [graduation-units] total units to graduate.
75,F1,What are the mandatory classes that I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.
76,F1,What classes do I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.
77,F1,Can I double count the [elective-name] elective?,[elective-is-double-countable].
78,F1,What classes can I double count?,"The classes: [double-countable-classes], may be double counted."
79,F1,How many classes do I have to take for [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.
80,F1,What is the total number of classes needed to graduate in [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.
81,F1,What concentrations are available?,The following concentrations are available [concentration-list].
82,F1,How do I declare [concentration] concentration?,You need to complete the following steps [concentration-type-steps]
