,id_group,group,q_format,a_format,tag0,tag1,tag2,tag3
1417,91,B1,How many prerequisites are there for [Minor]?,[Count] prerequisites for [Minor].,[Minor],,,
1418,92,B1,How would a Minor help me?,[Minor] can do [about].,,,,
1419,93,B1,Who should I go to for advice about my Minor?,[Name] is the advisor for the [Minor] Minor.,,,,
1420,94,B1,How many students take [Minor]?,[Number],[Minor],,,
1421,95,B1,Will [Minor] help me get a job?,[Minor] can do [about].,[Minor],,,
1422,96,B1,How many classes would I have to take to get a Minor in [Minor]?,[Units/4] classes are required for [Minor],[Minor],,,
1423,97,B1,Is [class] a prerequisite for [Minor]?,(Yes/no) the [Minor] Minor requires [list of prerequisites].,[class],[Minor],,
1424,98,B1,Is [name] the advisor for [Minor]?,(Yes/no) the [Minor] Minor requires [list of prerequisites].,[name],[Minor],,
1425,99,B1,How many units to get a Minor in [Minor] and a Minor in [Minor]?,A Minor in [Minor] and in [Minor] requires [units+units] number of units.,[Minor],[Minor],,
1426,100,B1,What is the most popular Minor at Cal Poly?,[Number] has the most students currently enrolled.,,,,
1427,101,B1,How many units is every Minor at Poly combined?,[Units] total units required for all Minors at Poly.,,,,
1428,102,B1,How many outreach programs are there?,There are [number] outreach programs.,,,,
1429,103,B1,Who should I talk to in order to help with [program] outreach program?,Email] for discussion about [program],[program],,,
1430,104,B1,What are the goals of [program]?,[Program]'s goals are: [list of Goals],[program],,,
1431,105,B1,How many goals does [program] have?,[Program] has (x) goals.,[program],,,
1432,106,B1,What year was [title] article published?,[Title] article was published in [date],[title],,,
1433,107,B1,How many goals does [program] have?,[Program] has (x) goals.,[program],,,
1434,108,B1,How many expected outcomes does [program] have?,[Program] has (x) expected outcomes.,[program],,,
1435,109,B1,What company does [name] work for?,[Name] works for [company,[name],,,
1436,110,B1,What accreditations does [department] have?,[Department] has [list of accreditations].,[department],,,
1437,111,B1,What college does [department] belong to?,[Department] belongs to the college of [college].,[department],,,
1438,112,B1,What positions are available in [department]?,[Department] has the following positions available: [list of positions].,[department],,,
1439,113,B1,What does [name] do?,[Name] does [role].,[name],,,
1440,114,B1,Who can I contact about outreach and which outreach program I should choose?,You can contact any email in this list: [list of emails],,,,
1441,115,B1,How do I learn more about [Minor]?,Here is info about [Minor]: [about],[Minor],,,
1442,116,B1,What is email and phone for [person]?,Here is contact info: [Email] and [Phone].,[person],,,
1443,117,B1,What departments does Cal Poly have?,Cal Poly has [list of departments].,,,,
1444,118,B1,Can I get a job at Cal Poly in [department]?,[Department] has the following available positions: [list of positions available].,[department],,,
1445,119,B1,Does the CSSE department offer any Minors?,The CSSE department has the following Minors: [list of Minors],,,,
1446,0,F1,How many GEs do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].,[major],,,
1447,1,F1,How many general educations do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].,[major],,,
1448,2,F1,How many general education classes do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].,[major],,,
1449,3,F1,What GEs satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
1450,4,F1,What general educations satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
1451,5,F1,What courses are included in GE area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
1452,6,F1,What courses are included in general education area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
1453,7,F1,What is the subject of GE area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].,[ge-area],,,
1454,8,F1,What is the subject of general education area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].,[ge-area],,,
1455,9,F1,What are the general education areas?,The general education areas are [ge-area-list].,,,,
1456,10,F1,What are the GE requirements?,The GE requirements are the following: [ge-requirements].,,,,
1457,11,F1,What are the general education requirements?,The GE requirements are the following: [ge-requirements].,,,,
1458,12,F1,What GE areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].,[division-level],,,
1459,13,F1,What general education areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].,[division-level],,,
1460,14,F1,How many units of electives do I need for [major]?,You need [ge-elective-units-major] of electives to graduate in [major].,[major],,,
1461,15,F1,What is the total number of units of electives needed to graduate in [major]?,You need [ge-elective-units-major] of electives to graduate in [major].,[major],,,
1462,16,F1,How many approved electives do I have to take for the [minor]?,You have to take [minor-approved-electives-units] approved electives for the [minor].,[minor],,,
1463,17,F1,What are the approved electives I can take for a [minor]?,The approved electives for a [minor] are [approved-electives-minor],[minor],,,
1464,18,F1,What courses may I choose that satisfy the [elective-type] requirement?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names].",[elective-type],,,
1465,19,F1,What are the courses that help me satisfy the [elective-type] requirements?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names].",[elective-type],,,
1466,20,F1,How many units of [elective-type] do I have to take?,You need to take [elective-type-units] in [elective-type].,[elective-type],,,
1467,21,F1,What courses can I take instead of [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].,[course],[major],,
1468,22,F1,Are there any alternatives to [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].,[course],[major],,
1469,23,F1,What CSSE courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].,[season],,,
1470,24,F1,What computer science and software engineering courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].,[season],,,
1471,25,F1,How many CSSE courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.,[season],,,
1472,26,F1,How many computer science and software engineering courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.,[season],,,
1473,27,F1,What are the courses that are in both CSC and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1474,28,F1,What are the courses that are in both Computer Science and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1475,29,F1,What are the courses that are in both Computer Science and Software Engineering curriculum?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1476,30,F1,What courses are cross listed as CSC and SE?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1477,31,F1,What courses are cross listed as Computer Science and SE?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1478,32,F1,What courses are cross listed as Computer Science and Software Engineering?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1479,33,F1,How many courses are present in both CSC and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].,,,,
1480,34,F1,How many courses are present in both Computer Science and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].,,,,
1481,35,F1,How many courses are present in both Computer Science and Software Engineering?,The number of courses that are common in both the departments are [overlapping-courses-list].,,,,
1482,36,F1,What are the graduate level courses?,The graduate level courses in CSC are [graduate-courses-list].,,,,
1483,37,F1,What are all the courses in [major] that are of [course-units] units?,The following courses count for [course-units] units: [major-course-names-of-units].,[major],[course-units],,
1484,38,F1,What is the CSSE mission statement?,The CSSE mission statement is [csse-mission-statement].,,,,
1485,39,F1,What is the computer science and software engineering mission statement?,The CSSE mission statement is [csse-mission-statement].,,,,
1486,40,F1,What are the program educational objectives for the [major]?,The program educational objectives for the [major] are [major-peos].,[major],,,
1487,41,F1,What are the learning outcomes of [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].,[major],,,
1488,42,F1,What are the learning outcomes of the GE program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,,,,
1489,43,F1,What are the learning outcomes of the general education program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,,,,
1490,44,F1,What are the general education learning outcomes?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,,,,
1491,45,F1,What are the learning outcomes for [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].,[major],,,
1492,46,F1,What are the learning objectives for the MS in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].,,,,
1493,47,F1,What are the learning objectives for the Masters Degree in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].,,,,
1494,48,F1,What are the [major] courses?,The [major] courses are [major-courses].,[major],,,
1495,49,F1,What are the courses required for [major]?,The [major] courses are [major-courses].,[major],,,
1496,50,F1,How many courses do we have in [major]?,The number of courses in [major] are: [total-num-of-courses].,[major],,,
1497,51,F1,What courses are important to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses].",,,,
1498,52,F1,What courses do I need to take to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses].",,,,
1499,53,F1,What are some [major] resources that are available?,These are some that are available to you: [major-resources].,[major],,,
1500,54,F1,What resources are there for [major]?,These are some resources that are available to you: [major-resources].,[major],,,
1501,55,F1,Where can I get advising for a [major]?,These are some resources that are available to you: [major-resources].,[major],,,
1502,56,F1,What are the course numbers that are considered independent study in [major]?,The courses that are considered independent study are: [independent-study-courses].,[major],,,
1503,57,F1,What are some independent study course that I have available?,The courses that are considered independent study are: [independent-study-courses].,,,,
1504,58,F1,What is the minimum number of upper division units needed to graduate with a BS in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].,,,,
1505,59,F1,What is the minimum number of upper division units needed to graduate with a Bachelors Degree in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].,,,,
1506,60,F1,How many [division-level] units are required for a [minor]?,The [minor] requires [minor-division-units] [division-level] units.,[division-level],[minor],,
1507,61,F1,How many [division-level] units does [minor] require?,The [minor] requires [minor-division-units] [division-level] units.,[division-level],[minor],,
1508,62,F1,How many units does the [minor] require?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.,[minor],,,
1509,63,F1,How many units do I need for a [minor]?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.,[minor],,,
1510,64,F1,What are the general requirements for a minor at Cal Poly?,The general requirements for a minor at Cal Poly are [minor-general-requirements]. ,,,,
1511,65,F1,What are the steps to apply for the [minor]?,You need to take [minor-steps] to attain a  [minor].,[minor],,,
1512,66,F1,How do I apply for a [minor]?,You need to take [minor-steps] to attain a [minor].,[minor],,,
1513,67,F1,What are the required courses for the [minor]?,The required courses for the [minor] are: [required-minor-courses].,[minor],,,
1514,68,F1,What is the minimum CGPA required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science. ,,,,
1515,69,F1,What is the minimum Cumulative Grade Point Average required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science. ,,,,
1516,70,F1,What are the prerequisites for the [minor]?,You need to meet the following requirements to apply for the [minor]: [minor-prerequisites].,[minor],,,
1517,71,F1,Where can I get the application for the [minor]?,You can access the application for the [minor] in the following link: [minor-application-link].,[minor],,,
1518,72,F1,Where can I get the flowchart for the [minor]?,You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link].,[minor],,,
1519,73,F1,What courses should I take each quarter for the [minor]?,"In order to determine what courses you should take each quarter in order to pursue the [minor], you should visit the minorâs flowchart. You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link].",[minor],,,
1520,74,F1,How many units do I need to graduate?,You need [graduation-units] total units to graduate.,,,,
1521,75,F1,What are the mandatory classes that I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.,,,,
1522,76,F1,What classes do I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.,,,,
1523,77,F1,Can I double count the [elective-name] elective?,[elective-is-double-countable].,[elective-name],,,
1524,78,F1,What classes can I double count?,"The classes: [double-countable-classes], may be double counted.",,,,
1525,79,F1,How many classes do I have to take for [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.,[major],,,
1526,80,F1,What is the total number of classes needed to graduate in [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.,[major],,,
1527,81,F1,What concentrations are available?,The following concentrations are available [concentration-list].,,,,
1528,82,F1,How do I declare [concentration] concentration?,You need to complete the following steps [concentration-type-steps],[concentration],,,
1529,83,F1,What are the required courses for the [concentration]?,The required courses for the [concentration] are [concentration-required-courses].,[concentration],,,
1530,84,F1,What GPA do I need to graduate?,You need a GPA of at least [minimum-grad-gpa] to graduate as a CSSE major.,,,,
1531,85,F1,What is the minimum GPA?,You need a GPA of at least [minimum-grad-gpa]  to graduate as a CSSE major.,,,,
1532,86,F1,What GPA do I need to attain an honor?,The following Honors are available [honors-gpa-list].,,,,
1533,87,F1,What honors are available?,The following Honors are available [honors-gpa-list].,,,,
1534,88,F1,What GPA do I need to obtain [honor-name]?,The following Honors are available [honors-gpa-list].,[honor-name],,,
1535,89,F1,What honor am I eligible for with a GPA of [gpa-number]?,The following Honors are available [honors-gpa-list].,[gpa-number],,,
1536,90,F1,Can I take classes as credit/no credit?,You may not take any major classes as credit/no credit.,,,,
1537,91,F1,Can I take classes as pass/no pass?,You may not take any major classes as credit/no credit.,,,,
1538,92,F1,How many units do I need to take to be considered a [class-level]?,"In order to be considered a [class-level], you have to take [class-level-units].",[class-level],,,
1539,93,F1,"If I have taken [num-units], what class level am I considered?","If you have taken [num-units], you are considered a [class-level] student.",[num-units],,,
1540,94,F1,"If I have taken [num-units], what division level am I considered?","If you have taken [num-units], you would be considered a [division-level] student.",[num-units],,,
1541,95,F1,How many units do I need to take to be considered [division-level]?,"In order for you to be considered [division-level], you must take [division-level-units].",[division-level],,,
1542,96,F1,How many units do transfer applicants need prior to transfer as a CSSE major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.,,,,
1543,97,F1,How many units do transfer applicants need prior to transfer as a computer science and software engineering major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.,,,,
